// NBA 2K27 career-mode progression tuning - named key/value export.
//
// Dataset : nba2k27-builder-dataset
// Game    : NBA 2K27 (NBA 2K HQ, com.VisualConcepts.MyNBASherpa)
// Tuning  : live_version 993560759169487438, api_version 202750199
// Captured: 2026-08-22
//
// This is the ONLY artifact in the dataset that names the builder's tuning
// values. The binary blob the app ships (tuning/progression_tuning.zlib) is
// keyless - it addresses values by offset and contains no field names at all.
//
// Format: one `key,value` pair per line. `//` marks a comment. The leading
// DataPath line is the export header, not data.
//
// Key families that drive the builder are documented in the dataset README.
// Everything below this banner is the export exactly as shipped.
//
DataPath|FranchiseTuning_PostRelease.CareerMode.Progression.Attributes.,NewValue
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.03
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],7.39
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],6.91
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],2.38
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_StealAbility],7.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_StrengthAbility],5.36
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.48
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_AgilityAbility],5.7
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_BallControlAbility],9.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_BlockAbility],0.71
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],7.42
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.42
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],1
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],6.13
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],4.99
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.86
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],1.43
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.43
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.85
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],8.13
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],8.98
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_SpeedAbility],8.56
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],8.56
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],2
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_StealAbility],2.42
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_StrengthAbility],4.99
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.42
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.48
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.77
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_BlockAbility],3.24
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],7.64
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],7.13
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],2.59
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.05
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.48
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_PostControlAbility],1.94
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],3.24
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],1.3
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.41
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],5.18
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],3.24
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.52
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],7.13
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],2.59
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_StealAbility],4.28
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_StrengthAbility],5.18
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.87
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.21
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.86
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_BlockAbility],2.41
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],6.97
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.84
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],3.17
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],4.94
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.21
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_PostControlAbility],1.9
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],2.92
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],1.14
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.31
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],5.7
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],5.7
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.35
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],6.84
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.9
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_StealAbility],3.04
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_StrengthAbility],7.61
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.21
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.81
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_BallControlAbility],6.08
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_BlockAbility],1.82
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],3.53
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],5.23
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],3.65
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],4.74
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.81
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_PostControlAbility],8.15
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],3.04
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.61
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.62
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.3
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],7.3
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.05
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],5.47
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.82
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_StealAbility],5.23
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_StrengthAbility],5.47
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_VerticalAbility],4.5
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_BallControlAbility],9.28
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_BlockAbility],1.19
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],8.22
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],0.53
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.17
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.66
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],2.25
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.51
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],6.1
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],8.88
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_SpeedAbility],8.08
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],8.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.19
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_StealAbility],4.77
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_StrengthAbility],3.31
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_05][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.23
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.69
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.08
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_BlockAbility],3.22
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],3.73
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],5.54
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],3.6
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.02
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.69
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_PostControlAbility],1.29
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],2.57
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.64
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.38
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],9.01
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],9.01
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.34
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],6.44
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.54
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_StealAbility],5.54
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_StrengthAbility],4.51
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_06][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.41
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.22
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_BallControlAbility],10.73
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_BlockAbility],0.78
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],2.02
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],7
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],0.93
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],6.38
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],4.98
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_PostControlAbility],1.24
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],1.56
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],1.4
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],5.29
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],9.33
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],10.42
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_SpeedAbility],9.8
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],10.11
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.56
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_StealAbility],2.64
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_StrengthAbility],1.87
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_07][PLAYERDATA_ATTRIBUTE_VerticalAbility],4.98
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.43
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_BallControlAbility],9.16
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_BlockAbility],1.78
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],6.02
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.02
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],2.32
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.33
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.43
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_PostControlAbility],1.09
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],2.05
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.65
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.79
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],9.02
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_SpeedAbility],8.07
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],7.93
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.23
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_StealAbility],3.83
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_StrengthAbility],4.1
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_08][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.74
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_AgilityAbility],7.16
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.16
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_BlockAbility],2.14
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],7.16
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],5.4
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],2.14
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],6.28
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],7.16
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],2.51
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],6.28
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],7.54
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.29
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],6.53
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.88
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_StealAbility],6.66
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_StrengthAbility],4.4
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_09][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.03
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.41
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_BallControlAbility],9.54
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_BlockAbility],1.14
